location,truth_date,yearweek,value
PL,2024-05-19,2024-W20,1
PL,2024-04-21,2024-W16,1
PL,2024-03-31,2024-W13,1
PL,2024-03-03,2024-W09,2
PL,2024-02-25,2024-W08,2
PL,2024-02-18,2024-W07,1
PL,2024-02-04,2024-W05,3
PL,2024-01-28,2024-W04,4
PL,2024-01-21,2024-W03,12
PL,2024-01-14,2024-W02,9
PL,2024-01-07,2024-W01,7
PL,2023-12-31,2023-W52,9
PL,2023-12-24,2023-W51,18
PL,2023-12-17,2023-W50,23
PL,2023-12-10,2023-W49,20
PL,2023-12-03,2023-W48,24
PL,2023-11-26,2023-W47,22
PL,2023-11-19,2023-W46,10
PL,2023-11-12,2023-W45,9
PL,2023-11-05,2023-W44,8
PL,2023-10-29,2023-W43,9
PL,2023-10-22,2023-W42,13
PL,2023-10-15,2023-W41,10
PL,2023-10-08,2023-W40,6
PL,2023-10-01,2023-W39,6
PL,2023-09-24,2023-W38,10
PL,2023-09-17,2023-W37,4
PL,2023-09-10,2023-W36,6
PL,2023-09-03,2023-W35,2
PL,2023-08-27,2023-W34,2
PL,2023-06-25,2023-W25,1
PL,2023-06-11,2023-W23,1
PL,2023-06-04,2023-W22,1
PL,2023-05-28,2023-W21,1
PL,2023-05-21,2023-W20,7
PL,2023-05-14,2023-W19,7
PL,2023-05-07,2023-W18,3
PL,2023-04-30,2023-W17,9
PL,2023-04-23,2023-W16,15
PL,2023-04-16,2023-W15,23
PL,2023-04-09,2023-W14,16
PL,2023-04-02,2023-W13,23
PL,2023-03-26,2023-W12,40
PL,2023-03-19,2023-W11,50
PL,2023-03-12,2023-W10,46
PL,2023-03-05,2023-W09,57
PL,2023-02-26,2023-W08,55
PL,2023-02-19,2023-W07,44
PL,2023-02-12,2023-W06,22
PL,2023-02-05,2023-W05,18
PL,2023-01-29,2023-W04,16
PL,2023-01-22,2023-W03,17
PL,2023-01-15,2023-W02,13
PL,2023-01-08,2023-W01,17
PL,2023-01-01,2022-W52,5
PL,2022-12-25,2022-W51,7
PL,2022-12-18,2022-W50,9
PL,2022-12-11,2022-W49,18
PL,2022-12-04,2022-W48,14
PL,2022-11-27,2022-W47,9
PL,2022-11-20,2022-W46,6
PL,2022-11-13,2022-W45,10
PL,2022-11-06,2022-W44,11
PL,2022-10-30,2022-W43,18
PL,2022-10-23,2022-W42,20
PL,2022-10-16,2022-W41,11
PL,2022-10-09,2022-W40,47
PL,2022-10-02,2022-W39,68
PL,2022-09-25,2022-W38,101
PL,2022-09-18,2022-W37,104
PL,2022-09-11,2022-W36,81
PL,2022-09-04,2022-W35,57
PL,2022-08-28,2022-W34,100
PL,2022-08-21,2022-W33,102
PL,2022-08-14,2022-W32,96
PL,2022-08-07,2022-W31,112
PL,2022-07-31,2022-W30,93
PL,2022-07-24,2022-W29,90
PL,2022-07-17,2022-W28,45
PL,2022-07-10,2022-W27,44
PL,2022-07-03,2022-W26,24
PL,2022-06-26,2022-W25,18
PL,2022-06-19,2022-W24,14
PL,2022-06-12,2022-W23,11
PL,2022-06-05,2022-W22,11
PL,2022-05-29,2022-W21,10
PL,2022-05-22,2022-W20,21
PL,2022-05-15,2022-W19,30
PL,2022-05-08,2022-W18,36
PL,2022-05-01,2022-W17,48
PL,2022-04-24,2022-W16,55
PL,2022-04-17,2022-W15,113
PL,2022-04-10,2022-W14,304
PL,2022-04-03,2022-W13,603
PL,2022-03-27,2022-W12,603
PL,2022-03-20,2022-W11,661
PL,2022-03-13,2022-W10,719
PL,2022-03-06,2022-W09,722
PL,2022-02-27,2022-W08,906
PL,2022-02-20,2022-W07,1537
PL,2022-02-13,2022-W06,1887
PL,2022-02-06,2022-W05,2076
PL,2022-01-30,2022-W04,1802
PL,2022-01-23,2022-W03,1248
PL,2022-01-16,2022-W02,959
PL,2022-01-09,2022-W01,1076
PL,2022-01-02,2021-W52,1265
PL,2021-12-26,2021-W51,1552
PL,2021-12-19,2021-W50,1982
PL,2021-12-12,2021-W49,2277
PL,2021-12-05,2021-W48,2349
PL,2021-11-28,2021-W47,2263
PL,2021-11-21,2021-W46,1962
PL,2021-11-14,2021-W45,1642
PL,2021-11-07,2021-W44,1527
PL,2021-10-31,2021-W43,1113
PL,2021-10-24,2021-W42,797
PL,2021-10-17,2021-W41,520
PL,2021-10-10,2021-W40,460
PL,2021-10-03,2021-W39,342
PL,2021-09-26,2021-W38,241
PL,2021-09-19,2021-W37,198
PL,2021-09-12,2021-W36,193
PL,2021-09-05,2021-W35,124
PL,2021-08-29,2021-W34,100
PL,2021-08-22,2021-W33,75
PL,2021-08-15,2021-W32,82
PL,2021-08-08,2021-W31,82
PL,2021-08-01,2021-W30,42
PL,2021-07-25,2021-W29,43
PL,2021-07-18,2021-W28,41
PL,2021-07-11,2021-W27,52
PL,2021-07-04,2021-W26,36
PL,2021-06-27,2021-W25,40
PL,2021-06-20,2021-W24,59
PL,2021-06-13,2021-W23,80
PL,2021-06-06,2021-W22,85
PL,2021-05-30,2021-W21,177
PL,2021-05-23,2021-W20,272
PL,2021-05-16,2021-W19,355
PL,2021-05-09,2021-W18,432
PL,2021-05-02,2021-W17,641
PL,2021-04-25,2021-W16,837
PL,2021-04-18,2021-W15,1177
PL,2021-04-11,2021-W14,1320
PL,2021-04-04,2021-W13,1511
PL,2021-03-28,2021-W12,1502
PL,2021-03-21,2021-W11,1615
PL,2021-03-14,2021-W10,1449
PL,2021-03-07,2021-W09,1556
PL,2021-02-28,2021-W08,1603
PL,2021-02-21,2021-W07,1303
PL,2021-02-14,2021-W06,1160
PL,2021-02-07,2021-W05,1221
PL,2021-01-31,2021-W04,1294
PL,2021-01-24,2021-W03,1439
PL,2021-01-17,2021-W02,1597
PL,2021-01-10,2021-W01,1870
PL,2021-01-10,2020-W53,1898
PL,2021-01-03,2020-W52,1612
PL,2020-12-27,2020-W51,2104
PL,2020-12-20,2020-W50,2338
PL,2020-12-13,2020-W49,2598
PL,2020-12-06,2020-W48,2803
PL,2020-11-29,2020-W47,2974
PL,2020-11-22,2020-W46,3475
PL,2020-11-15,2020-W45,3333
PL,2020-11-08,2020-W44,3238
PL,2020-11-01,2020-W43,2484
PL,2020-10-25,2020-W42,1773
PL,2020-10-18,2020-W41,1429
PL,2020-10-11,2020-W40,1075
PL,2020-10-04,2020-W39,804
PL,2020-09-27,2020-W38,601
PL,2020-09-20,2020-W37,439
PL,2020-09-13,2020-W36,369
PL,2020-09-06,2020-W35,390
PL,2020-08-30,2020-W34,409
PL,2020-08-23,2020-W33,437
PL,2020-08-16,2020-W32,420
PL,2020-08-09,2020-W31,425
PL,2020-08-02,2020-W30,312
PL,2020-07-26,2020-W29,317
PL,2020-07-19,2020-W28,276
PL,2020-07-12,2020-W27,272
PL,2020-07-05,2020-W26,290
PL,2020-06-28,2020-W25,345
PL,2020-06-21,2020-W24,364
PL,2020-06-14,2020-W23,351
PL,2020-06-07,2020-W22,337
PL,2020-05-31,2020-W21,332
PL,2020-05-24,2020-W20,251
PL,2020-05-17,2020-W19,320
PL,2020-05-10,2020-W18,447
PL,2020-05-03,2020-W17,541
PL,2020-04-26,2020-W16,635
PL,2020-04-19,2020-W15,575
PL,2020-04-12,2020-W14,679
PL,2020-04-05,2020-W13,575
PL,2020-03-29,2020-W12,281
PL,2020-03-22,2020-W11,143
PL,2020-03-15,2020-W10,32
PL,2020-03-08,2020-W09,8
PL,2020-03-01,2020-W08,7
PL,2020-02-23,2020-W07,7
PL,2020-02-16,2020-W06,3
PL,2020-02-09,2020-W05,8
PL,2020-02-02,2020-W04,3
PL,2020-01-26,2020-W03,4
PL,2020-01-19,2020-W02,4
PL,2020-01-12,2020-W01,3
PT,2024-10-06,2024-W40,20
PT,2024-09-29,2024-W39,0
PT,2024-09-22,2024-W38,0
PT,2024-09-15,2024-W37,1
PT,2024-09-08,2024-W36,39
PT,2024-09-01,2024-W35,11
PT,2024-08-25,2024-W34,0
PT,2024-08-18,2024-W33,0
PT,2024-08-11,2024-W32,46
PT,2024-08-04,2024-W31,15
PT,2024-07-28,2024-W30,0
PT,2024-07-21,2024-W29,0
PT,2024-07-14,2024-W28,2
PT,2024-07-07,2024-W27,60
PT,2024-06-30,2024-W26,0
PT,2024-06-23,2024-W25,0
PT,2024-06-16,2024-W24,0
PT,2024-06-09,2024-W23,64
PT,2024-06-02,2024-W22,22
PT,2024-05-26,2024-W21,0
PT,2024-05-19,2024-W20,0
PT,2024-05-12,2024-W19,57
PT,2024-05-05,2024-W18,37
PT,2024-04-28,2024-W17,0
PT,2024-04-21,2024-W16,0
PT,2024-04-14,2024-W15,3
PT,2024-04-07,2024-W14,101
PT,2024-03-31,2024-W13,0
PT,2024-03-24,2024-W12,0
PT,2024-03-17,2024-W11,0
PT,2024-03-10,2024-W10,62
PT,2024-03-03,2024-W09,24
PT,2024-02-25,2024-W08,0
PT,2024-02-18,2024-W07,0
PT,2024-02-11,2024-W06,67
PT,2024-02-04,2024-W05,39
PT,2024-01-28,2024-W04,0
PT,2024-01-21,2024-W03,0
PT,2024-01-14,2024-W02,8
PT,2024-01-07,2024-W01,92
PT,2023-12-31,2023-W52,30
PT,2023-12-24,2023-W51,0
PT,2023-12-17,2023-W50,6
PT,2023-12-10,2023-W49,70
PT,2023-12-03,2023-W48,12
PT,2023-11-26,2023-W47,0
PT,2023-11-19,2023-W46,0
PT,2023-11-12,2023-W45,69
PT,2023-11-05,2023-W44,49
PT,2023-10-29,2023-W43,0
PT,2023-10-22,2023-W42,0
PT,2023-10-15,2023-W41,35
PT,2023-10-08,2023-W40,92
PT,2023-10-01,2023-W39,12
PT,2023-09-24,2023-W38,0
PT,2023-09-17,2023-W37,14
PT,2023-09-10,2023-W36,112
PT,2023-09-03,2023-W35,39
PT,2023-08-27,2023-W34,0
PT,2023-08-20,2023-W33,0
PT,2023-08-13,2023-W32,96
PT,2023-08-06,2023-W31,85
PT,2023-07-30,2023-W30,0
PT,2023-07-23,2023-W29,0
PT,2023-07-16,2023-W28,52
PT,2023-07-09,2023-W27,129
PT,2023-07-02,2023-W26,37
PT,2023-06-25,2023-W25,0
PT,2023-06-18,2023-W24,16
PT,2023-06-11,2023-W23,166
PT,2023-06-04,2023-W22,105
PT,2023-05-28,2023-W21,0
PT,2023-05-21,2023-W20,0
PT,2023-05-14,2023-W19,117
PT,2023-05-07,2023-W18,167
PT,2023-04-30,2023-W17,0
PT,2023-04-23,2023-W16,0
PT,2023-04-16,2023-W15,47
PT,2023-04-09,2023-W14,213
PT,2023-04-02,2023-W13,49
PT,2023-03-26,2023-W12,0
PT,2023-03-19,2023-W11,0
PT,2023-03-12,2023-W10,166
PT,2023-03-05,2023-W09,149
PT,2023-02-26,2023-W08,0
PT,2023-02-19,2023-W07,0
PT,2023-02-12,2023-W06,204
PT,2023-02-05,2023-W05,131
PT,2023-01-29,2023-W04,0
PT,2023-01-22,2023-W03,0
PT,2023-01-15,2023-W02,140
PT,2023-01-08,2023-W01,225
PT,2023-01-01,2022-W52,337
PT,2022-12-25,2022-W51,0
PT,2022-12-18,2022-W50,13
PT,2022-12-11,2022-W49,105
PT,2022-12-04,2022-W48,144
PT,2022-11-27,2022-W47,0
PT,2022-11-20,2022-W46,0
PT,2022-11-13,2022-W45,93
PT,2022-11-06,2022-W44,263
PT,2022-10-30,2022-W43,0
PT,2022-10-23,2022-W42,0
PT,2022-10-16,2022-W41,39
PT,2022-10-09,2022-W40,266
PT,2022-10-02,2022-W39,122
PT,2022-09-25,2022-W38,0
PT,2022-09-18,2022-W37,19
PT,2022-09-11,2022-W36,251
PT,2022-09-04,2022-W35,275
PT,2022-08-28,2022-W34,0
PT,2022-08-21,2022-W33,0
PT,2022-08-14,2022-W32,130
PT,2022-08-07,2022-W31,525
PT,2022-07-31,2022-W30,0
PT,2022-07-24,2022-W29,0
PT,2022-07-17,2022-W28,70
PT,2022-07-10,2022-W27,398
PT,2022-07-03,2022-W26,297
PT,2022-06-26,2022-W25,0
PT,2022-06-19,2022-W24,0
PT,2022-06-12,2022-W23,344
PT,2022-06-05,2022-W22,466
PT,2022-05-29,2022-W21,0
PT,2022-05-22,2022-W20,0
PT,2022-05-15,2022-W19,142
PT,2022-05-08,2022-W18,659
PT,2022-05-01,2022-W17,123
PT,2022-04-24,2022-W16,0
PT,2022-04-17,2022-W15,83
PT,2022-04-10,2022-W14,489
PT,2022-04-03,2022-W13,397
PT,2022-03-27,2022-W12,0
PT,2022-03-20,2022-W11,0
PT,2022-03-13,2022-W10,291
PT,2022-03-06,2022-W09,739
PT,2022-02-27,2022-W08,0
PT,2022-02-20,2022-W07,0
PT,2022-02-13,2022-W06,336
PT,2022-02-06,2022-W05,747
PT,2022-01-30,2022-W04,0
PT,2022-01-23,2022-W03,0
PT,2022-01-16,2022-W02,128
PT,2022-01-09,2022-W01,687
PT,2022-01-02,2021-W52,0
PT,2021-12-26,2021-W51,0
PT,2021-12-19,2021-W50,0
PT,2021-12-12,2021-W49,68
PT,2021-12-05,2021-W48,177
PT,2021-11-28,2021-W47,0
PT,2021-11-21,2021-W46,0
PT,2021-11-14,2021-W45,58
PT,2021-11-07,2021-W44,195
PT,2021-10-31,2021-W43,0
PT,2021-10-24,2021-W42,0
PT,2021-10-17,2021-W41,42
PT,2021-10-10,2021-W40,73
PT,2021-10-03,2021-W39,257
PT,2021-09-26,2021-W38,0
PT,2021-09-19,2021-W37,0
PT,2021-09-12,2021-W36,104
PT,2021-09-05,2021-W35,341
PT,2021-08-29,2021-W34,0
PT,2021-08-22,2021-W33,0
PT,2021-08-15,2021-W32,77
PT,2021-08-08,2021-W31,272
PT,2021-08-01,2021-W30,148
PT,2021-07-25,2021-W29,0
PT,2021-07-18,2021-W28,24
PT,2021-07-11,2021-W27,134
PT,2021-07-04,2021-W26,402
PT,2021-06-27,2021-W25,0
PT,2021-06-20,2021-W24,0
PT,2021-06-13,2021-W23,152
PT,2021-06-06,2021-W22,491
PT,2021-05-30,2021-W21,0
PT,2021-05-23,2021-W20,0
PT,2021-05-16,2021-W19,73
PT,2021-05-09,2021-W18,181
PT,2021-05-02,2021-W17,503
PT,2021-04-25,2021-W16,0
PT,2021-04-18,2021-W15,47
PT,2021-04-11,2021-W14,189
PT,2021-04-04,2021-W13,645
PT,2021-03-28,2021-W12,0
PT,2021-03-21,2021-W11,0
PT,2021-03-14,2021-W10,172
PT,2021-03-07,2021-W09,805
PT,2021-02-28,2021-W08,0
PT,2021-02-21,2021-W07,0
PT,2021-02-14,2021-W06,171
PT,2021-02-07,2021-W05,839
PT,2021-01-31,2021-W04,0
PT,2021-01-24,2021-W03,0
PT,2021-01-17,2021-W02,93
PT,2021-01-10,2021-W01,226
PT,2021-01-10,2020-W53,0
PT,2021-01-03,2020-W52,0
PT,2020-12-27,2020-W51,0
PT,2020-12-20,2020-W50,117
PT,2020-12-13,2020-W49,41
PT,2020-12-06,2020-W48,0
PT,2020-11-29,2020-W47,0
PT,2020-11-22,2020-W46,148
PT,2020-11-15,2020-W45,57
PT,2020-11-08,2020-W44,0
PT,2020-11-01,2020-W43,0
PT,2020-10-25,2020-W42,54
PT,2020-10-18,2020-W41,134
PT,2020-10-11,2020-W40,39
PT,2020-10-04,2020-W39,0
PT,2020-09-27,2020-W38,0
PT,2020-09-20,2020-W37,260
PT,2020-09-13,2020-W36,56
PT,2020-09-06,2020-W35,0
PT,2020-08-30,2020-W34,0
PT,2020-08-23,2020-W33,218
PT,2020-08-16,2020-W32,111
PT,2020-08-09,2020-W31,0
PT,2020-08-02,2020-W30,0
PT,2020-07-26,2020-W29,0
PT,2020-07-19,2020-W28,325
PT,2020-07-12,2020-W27,67
PT,2020-07-05,2020-W26,0
PT,2020-06-28,2020-W25,0
PT,2020-06-21,2020-W24,305
PT,2020-06-14,2020-W23,84
PT,2020-06-07,2020-W22,0
PT,2020-05-31,2020-W21,0
PT,2020-05-24,2020-W20,322
PT,2020-05-17,2020-W19,161
PT,2020-05-10,2020-W18,6
PT,2020-05-03,2020-W17,0
PT,2020-04-26,2020-W16,0
PT,2020-04-19,2020-W15,473
PT,2020-04-12,2020-W14,96
PT,2020-04-05,2020-W13,0
PT,2020-03-29,2020-W12,0
PT,2020-03-22,2020-W11,392
PT,2020-03-15,2020-W10,145
PT,2020-03-08,2020-W09,0
RO,2022-01-09,2022-W01,31
RO,2022-01-02,2021-W52,8
RO,2021-12-26,2021-W51,1
RO,2021-12-19,2021-W50,2
RO,2021-12-12,2021-W49,1
RO,2020-05-31,2020-W21,95
RO,2020-05-24,2020-W20,409
RO,2020-05-17,2020-W19,653
RO,2020-05-10,2020-W18,1045
RO,2020-05-03,2020-W17,1285
RO,2020-04-26,2020-W16,1101
RO,2020-04-19,2020-W15,1248
RO,2020-04-12,2020-W14,1224
RO,2020-04-05,2020-W13,856
RO,2020-03-29,2020-W12,386
RO,2020-03-22,2020-W11,140
RO,2020-03-15,2020-W10,70
RO,2020-03-08,2020-W09,13
RO,2020-03-01,2020-W08,3
RO,2020-02-23,2020-W07,1
RO,2020-02-16,2020-W06,4
RO,2020-01-26,2020-W03,1
RO,2020-01-19,2020-W02,1
SK,2024-10-06,2024-W40,70
SK,2024-09-29,2024-W39,78
SK,2024-09-22,2024-W38,76
SK,2024-09-15,2024-W37,72
SK,2024-09-08,2024-W36,57
SK,2024-09-01,2024-W35,47
SK,2024-08-25,2024-W34,60
SK,2024-08-18,2024-W33,41
SK,2024-08-11,2024-W32,36
SK,2024-08-04,2024-W31,36
SK,2024-07-28,2024-W30,22
SK,2024-07-21,2024-W29,17
SK,2024-07-14,2024-W28,9
SK,2024-07-07,2024-W27,4
SK,2024-06-30,2024-W26,2
SK,2024-06-23,2024-W25,4
SK,2024-06-16,2024-W24,2
SK,2024-06-09,2024-W23,2
SK,2024-06-02,2024-W22,3
SK,2024-05-26,2024-W21,4
SK,2024-05-19,2024-W20,4
SK,2024-05-05,2024-W18,1
SK,2024-04-28,2024-W17,4
SK,2024-04-21,2024-W16,1
SK,2024-04-14,2024-W15,6
SK,2024-04-07,2024-W14,8
SK,2024-03-31,2024-W13,4
SK,2024-03-24,2024-W12,6
SK,2024-03-17,2024-W11,4
SK,2024-03-10,2024-W10,18
SK,2024-03-03,2024-W09,28
SK,2024-02-25,2024-W08,27
SK,2024-02-18,2024-W07,32
SK,2024-02-11,2024-W06,53
SK,2024-02-04,2024-W05,69
SK,2024-01-28,2024-W04,118
SK,2024-01-21,2024-W03,113
SK,2024-01-14,2024-W02,167
SK,2024-01-07,2024-W01,166
SK,2023-12-31,2023-W52,179
SK,2023-12-24,2023-W51,267
SK,2023-12-17,2023-W50,405
SK,2023-12-10,2023-W49,325
SK,2023-12-03,2023-W48,311
SK,2023-11-26,2023-W47,228
SK,2023-11-19,2023-W46,166
SK,2023-11-12,2023-W45,168
SK,2023-11-05,2023-W44,161
SK,2023-10-29,2023-W43,176
SK,2023-10-22,2023-W42,177
SK,2023-10-15,2023-W41,139
SK,2023-10-08,2023-W40,109
SK,2023-10-01,2023-W39,121
SK,2023-09-24,2023-W38,90
SK,2023-09-17,2023-W37,48
SK,2023-09-10,2023-W36,39
SK,2023-09-03,2023-W35,24
SK,2023-08-27,2023-W34,24
SK,2023-08-20,2023-W33,13
SK,2023-08-13,2023-W32,8
SK,2023-08-06,2023-W31,6
SK,2023-07-30,2023-W30,6
SK,2023-07-23,2023-W29,7
SK,2023-07-16,2023-W28,15
SK,2023-07-09,2023-W27,6
SK,2023-07-02,2023-W26,8
SK,2023-06-25,2023-W25,19
SK,2023-06-18,2023-W24,26
SK,2023-06-11,2023-W23,19
SK,2023-06-04,2023-W22,32
SK,2023-05-28,2023-W21,41
SK,2023-05-21,2023-W20,42
SK,2023-05-14,2023-W19,67
SK,2023-05-07,2023-W18,77
SK,2023-04-30,2023-W17,102
SK,2023-04-23,2023-W16,134
SK,2023-04-16,2023-W15,192
SK,2023-04-09,2023-W14,151
SK,2023-04-02,2023-W13,221
SK,2023-03-26,2023-W12,270
SK,2023-03-19,2023-W11,308
SK,2023-03-12,2023-W10,381
SK,2023-03-05,2023-W09,345
SK,2023-02-26,2023-W08,265
SK,2023-02-19,2023-W07,295
SK,2023-02-12,2023-W06,283
SK,2023-02-05,2023-W05,181
SK,2023-01-29,2023-W04,127
SK,2023-01-22,2023-W03,148
SK,2023-01-15,2023-W02,159
SK,2023-01-08,2023-W01,155
SK,2023-01-01,2022-W52,232
SK,2022-12-25,2022-W51,239
SK,2022-12-18,2022-W50,250
SK,2022-12-11,2022-W49,317
SK,2022-12-04,2022-W48,248
SK,2022-11-27,2022-W47,171
SK,2022-11-20,2022-W46,170
SK,2022-11-13,2022-W45,184
SK,2022-11-06,2022-W44,265
SK,2022-10-30,2022-W43,312
SK,2022-10-23,2022-W42,366
SK,2022-10-16,2022-W41,468
SK,2022-10-09,2022-W40,524
SK,2022-10-02,2022-W39,564
SK,2022-09-25,2022-W38,319
SK,2022-09-18,2022-W37,222
SK,2022-09-11,2022-W36,183
SK,2022-09-04,2022-W35,191
SK,2022-08-28,2022-W34,244
SK,2022-08-21,2022-W33,271
SK,2022-08-14,2022-W32,281
SK,2022-08-07,2022-W31,300
SK,2022-07-31,2022-W30,420
SK,2022-07-24,2022-W29,370
SK,2022-07-17,2022-W28,239
SK,2022-07-10,2022-W27,163
SK,2022-07-03,2022-W26,155
SK,2022-06-26,2022-W25,157
SK,2022-06-19,2022-W24,73
SK,2022-06-12,2022-W23,50
SK,2022-06-05,2022-W22,54
SK,2022-05-29,2022-W21,49
SK,2022-05-22,2022-W20,65
SK,2022-05-15,2022-W19,115
SK,2022-05-08,2022-W18,157
SK,2022-05-01,2022-W17,289
SK,2022-04-24,2022-W16,331
SK,2022-04-17,2022-W15,299
SK,2022-04-10,2022-W14,587
SK,2022-04-03,2022-W13,725
SK,2022-03-27,2022-W12,830
SK,2022-03-20,2022-W11,922
SK,2022-03-13,2022-W10,877
SK,2022-03-06,2022-W09,940
SK,2022-02-27,2022-W08,1048
SK,2022-02-20,2022-W07,1204
SK,2022-02-13,2022-W06,1091
SK,2022-02-06,2022-W05,1019
SK,2022-01-30,2022-W04,669
SK,2022-01-23,2022-W03,414
SK,2022-01-16,2022-W02,390
SK,2022-01-09,2022-W01,505
SK,2022-01-02,2021-W52,663
SK,2021-12-26,2021-W51,672
SK,2021-12-19,2021-W50,943
SK,2021-12-12,2021-W49,1145
SK,2021-12-05,2021-W48,1312
SK,2021-11-28,2021-W47,1385
SK,2021-11-21,2021-W46,1361
SK,2021-11-14,2021-W45,1220
SK,2021-11-07,2021-W44,1132
SK,2021-10-31,2021-W43,902
SK,2021-10-24,2021-W42,618
SK,2021-10-17,2021-W41,458
SK,2021-10-10,2021-W40,374
SK,2021-10-03,2021-W39,372
SK,2021-09-26,2021-W38,291
SK,2021-09-19,2021-W37,191
SK,2021-09-12,2021-W36,156
SK,2021-09-05,2021-W35,67
SK,2021-08-29,2021-W34,30
SK,2021-08-22,2021-W33,23
SK,2021-08-15,2021-W32,22
SK,2021-08-08,2021-W31,16
SK,2021-08-01,2021-W30,20
SK,2021-07-25,2021-W29,10
SK,2021-07-18,2021-W28,14
SK,2021-07-11,2021-W27,13
SK,2021-07-04,2021-W26,17
SK,2021-06-27,2021-W25,29
SK,2021-06-20,2021-W24,65
SK,2021-06-13,2021-W23,76
SK,2021-06-06,2021-W22,100
SK,2021-05-30,2021-W21,116
SK,2021-05-23,2021-W20,132
SK,2021-05-16,2021-W19,208
SK,2021-05-09,2021-W18,223
SK,2021-05-02,2021-W17,304
SK,2021-04-25,2021-W16,377
SK,2021-04-18,2021-W15,470
SK,2021-04-11,2021-W14,563
SK,2021-04-04,2021-W13,684
SK,2021-03-28,2021-W12,836
SK,2021-03-21,2021-W11,902
SK,2021-03-14,2021-W10,1058
SK,2021-03-07,2021-W09,1180
SK,2021-02-28,2021-W08,1203
SK,2021-02-21,2021-W07,1225
SK,2021-02-14,2021-W06,1126
SK,2021-02-07,2021-W05,1076
SK,2021-01-31,2021-W04,1077
SK,2021-01-24,2021-W03,1165
SK,2021-01-17,2021-W02,1129
SK,2021-01-10,2021-W01,1094
SK,2021-01-10,2020-W53,1065
SK,2021-01-03,2020-W52,853
SK,2020-12-27,2020-W51,1005
SK,2020-12-20,2020-W50,949
SK,2020-12-13,2020-W49,812
SK,2020-12-06,2020-W48,810
SK,2020-11-29,2020-W47,723
SK,2020-11-22,2020-W46,635
SK,2020-11-15,2020-W45,786
SK,2020-11-08,2020-W44,879
SK,2020-11-01,2020-W43,778
SK,2020-10-25,2020-W42,460
SK,2020-10-18,2020-W41,300
SK,2020-10-11,2020-W40,241
SK,2020-10-04,2020-W39,164
SK,2020-09-27,2020-W38,78
SK,2020-09-20,2020-W37,55
SK,2020-09-13,2020-W36,60
SK,2020-09-06,2020-W35,43
SK,2020-08-30,2020-W34,19
SK,2020-08-23,2020-W33,24
SK,2020-08-16,2020-W32,18
SK,2020-08-09,2020-W31,15
SK,2020-08-02,2020-W30,11
SK,2020-07-26,2020-W29,10
SK,2020-07-19,2020-W28,3
SK,2020-07-12,2020-W27,4
SK,2020-07-05,2020-W26,6
SK,2020-06-28,2020-W25,2
SK,2020-06-14,2020-W23,3
SK,2020-06-07,2020-W22,1
SK,2020-05-31,2020-W21,2
SK,2020-05-24,2020-W20,4
SK,2020-05-17,2020-W19,1
SK,2020-05-10,2020-W18,5
SK,2020-05-03,2020-W17,26
SK,2020-04-26,2020-W16,58
SK,2020-04-19,2020-W15,27
SK,2020-04-12,2020-W14,21
SK,2020-04-05,2020-W13,25
SK,2020-03-29,2020-W12,32
SK,2020-03-22,2020-W11,23
SK,2020-03-15,2020-W10,7
SK,2020-02-23,2020-W07,3
SK,2020-02-16,2020-W06,1
SK,2020-02-09,2020-W05,4
SK,2020-02-02,2020-W04,1
SK,2020-01-26,2020-W03,5
SK,2020-01-19,2020-W02,5
SK,2020-01-12,2020-W01,15
SI,2022-09-25,2022-W38,37
SI,2022-09-18,2022-W37,57
SI,2022-09-11,2022-W36,43
SI,2022-09-04,2022-W35,47
SI,2022-08-28,2022-W34,60
SI,2022-08-21,2022-W33,65
SI,2022-08-14,2022-W32,68
SI,2022-08-07,2022-W31,67
SI,2022-07-31,2022-W30,80
SI,2022-07-24,2022-W29,92
SI,2022-07-17,2022-W28,68
SI,2022-07-10,2022-W27,57
SI,2022-07-03,2022-W26,45
SI,2022-06-26,2022-W25,20
SI,2022-06-19,2022-W24,17
SI,2022-06-12,2022-W23,9
SI,2022-06-05,2022-W22,11
SI,2022-05-29,2022-W21,12
SI,2022-05-22,2022-W20,16
SI,2022-05-15,2022-W19,17
SI,2022-05-08,2022-W18,37
SI,2022-05-01,2022-W17,52
SI,2022-04-24,2022-W16,55
SI,2022-04-17,2022-W15,60
SI,2022-04-10,2022-W14,96
SI,2022-04-03,2022-W13,103
SI,2022-03-27,2022-W12,106
SI,2022-03-20,2022-W11,94
SI,2022-03-13,2022-W10,96
SI,2022-03-06,2022-W09,114
SI,2022-02-27,2022-W08,138
SI,2022-02-20,2022-W07,245
SI,2022-02-13,2022-W06,324
SI,2022-02-06,2022-W05,361
SI,2022-01-30,2022-W04,403
SI,2022-01-23,2022-W03,298
SI,2022-01-16,2022-W02,225
SI,2022-01-09,2022-W01,219
SI,2022-01-02,2021-W52,265
SI,2021-12-26,2021-W51,252
SI,2021-12-19,2021-W50,251
SI,2021-12-12,2021-W49,265
SI,2021-12-05,2021-W48,389
SI,2021-11-28,2021-W47,507
SI,2021-11-21,2021-W46,576
SI,2021-11-14,2021-W45,601
SI,2021-11-07,2021-W44,584
SI,2021-10-31,2021-W43,473
SI,2021-10-24,2021-W42,341
SI,2021-10-17,2021-W41,199
SI,2021-10-10,2021-W40,188
SI,2021-10-03,2021-W39,212
SI,2021-09-26,2021-W38,211
